loan_id,payer_id,program_id,loan_amount,interest_rate,loan_term_years,loan_term_months,loan_type,institution_name,institution_city,institution_province,education_value,down_payment,ltv_ratio,origination_date,disbursement_date,maturity_date,current_balance,loan_status,lender,program_duration_years,monthly_payment,grace_period_months
498,498,21,126445.11,7.214,25,300,Education Line of Credit,University of Waterloo,Waterloo,Ontario,173315.6240667767,46870.51406677671,72.96,2026-01-02,2026-03-28,2051-01-02,126445.11,In Grace Period,Canada Student Loans Program,2,911.02,12
499,499,26,114286.47,10.286,15,180,Private Education Loan,University of Waterloo,Waterloo,Ontario,147717.07998467545,33430.60998467545,77.37,2023-07-02,2023-09-14,2038-07-02,108135.63,Active,CIBC,3,1248.2,12
500,500,35,122387.59,8.77,25,300,Parent PLUS Loan,McMaster University,Hamilton,Ontario,145839.20573390462,23451.61573390462,83.92,2024-05-02,2024-06-15,2049-05-02,121093.41,Active,Scotiabank Student Line of Credit,3,1007.87,12
501,501,38,303486.52,4.343999999999999,20,240,Professional Student Loan,University of British Columbia,Vancouver,British Columbia,364215.7115619319,60729.19156193186,83.33,2021-11-02,2022-05-04,2041-11-02,262787.45,Active,TD Canada Trust,5,1894.54,6
502,502,11,308567.25,5.761,15,180,Education Line of Credit,Queen's University,Kingston,Ontario,435036.3334506632,126469.0834506632,70.93,2023-03-02,2023-05-11,2038-03-02,279878.5,Active,Canada Student Loans Program,5,2564.19,12
503,503,33,228743.34,3.813,20,240,Student Loan,McMaster University,Hamilton,Ontario,340444.66546261875,111701.32546261876,67.19,2021-01-02,2023-05-08,2041-01-02,189015.37,Active,Provincial Student Aid,5,1363.7,6
504,504,39,240755.6,2.894,25,300,Professional Student Loan,University of Victoria,Victoria,British Columbia,306199.32218568225,65443.72218568224,78.63,2019-04-02,2023-01-10,2044-04-02,193141.76,Active,Canada Student Loans Program,5,1128.46,6
505,505,41,300091.73,3.901,20,240,Graduate Student Loan,Simon Fraser University,Burnaby,British Columbia,341905.34449362225,41813.61449362227,87.77,2020-04-02,2022-09-15,2040-04-02,232052.26,Active,TD Canada Trust,4,1802.88,0
506,506,11,163884.18,3.986,20,240,Student Loan,University of British Columbia,Vancouver,British Columbia,223046.39798639534,59162.21798639535,73.48,2025-05-02,2025-07-16,2045-05-02,163884.18,In Grace Period,Canada Student Loans Program,4,991.9,12
507,507,3,188701.61,3.303,15,180,Professional Student Loan,University of Manitoba,Winnipeg,Manitoba,258121.92010542663,69420.31010542664,73.11,2024-09-02,2024-10-31,2039-09-02,172896.84,Active,National Bank of Canada,3,1330.81,0
508,508,31,218504.64,2.674,15,180,Student Loan,University of Victoria,Victoria,British Columbia,251295.26157841418,32790.62157841417,86.95,2025-02-02,2025-03-19,2040-02-02,204470.08,Active,Bank of Nova Scotia,3,1474.93,0
509,509,28,252287.43,5.409,20,240,Student Loan,University of Toronto,Toronto,Ontario,331209.6887780738,78922.25877807382,76.17,2020-08-02,2022-09-06,2040-08-02,210526.74,Active,TD Canada Trust,5,1722.51,6
510,510,14,146581.44,11.632,25,300,Private Education Loan,University of British Columbia,Vancouver,British Columbia,173969.0341106413,27387.59411064131,84.26,2024-03-02,2024-04-22,2049-03-02,144238.83,Active,National Bank of Canada,2,1504.12,0
511,511,31,136721.11,5.879,15,180,Education Line of Credit,University of Victoria,Victoria,British Columbia,155478.6404091117,18757.5304091117,87.94,2022-12-02,2023-05-11,2037-12-02,115788.37,Active,National Bank of Canada,2,1144.81,0
512,512,30,153205.14,4.764,25,300,Education Line of Credit,University of Waterloo,Waterloo,Ontario,233604.68870115443,80399.54870115442,65.58,2019-05-02,2023-09-08,2044-05-02,131047.68,Active,CIBC,4,874.68,12
513,513,22,129340.8,3.548,15,180,Student Loan,NAIT,Edmonton,Alberta,196556.99723498343,67216.19723498343,65.8,2022-02-02,2024-05-04,2037-02-02,103758.76,Active,RBC Student Banking,3,927.69,6
514,514,10,128815.95,5.266,20,240,Professional Student Loan,McMaster University,Hamilton,Ontario,182633.70840222808,53817.75840222808,70.53,2024-11-02,2024-12-05,2044-11-02,125398.92,Active,TD Student Line of Credit,2,869.17,6
515,515,2,87521.39,4.677,25,300,Graduate Student Loan,University of British Columbia,Vancouver,British Columbia,123450.76620809508,35929.376208095084,70.9,2022-01-02,2024-05-14,2047-01-02,81040.4,Active,TD Student Line of Credit,2,495.31,12
516,516,16,216516.62,8.335,25,300,Education Line of Credit,McGill University,Montreal,Quebec,359409.43928410835,142892.81928410835,60.24,2026-04-02,2026-06-25,2051-04-02,216516.62,In Grace Period,Bank of Nova Scotia,4,1719.44,12
517,517,20,82902.81,6.153,15,180,Education Line of Credit,University of Ottawa,Ottawa,Ontario,130722.02406418476,47819.214064184765,63.42,2022-11-02,2023-05-06,2037-11-02,74129.44,Active,Canada Student Loans Program,2,706.45,12
518,518,11,304725.81,8.394,25,300,Parent PLUS Loan,University of Manitoba,Winnipeg,Manitoba,388786.9719765391,84061.16197653912,78.38,2022-05-02,2023-05-12,2047-05-02,290516.38,Active,CIBC,5,2432.01,6
519,519,6,90880.65,6.681,15,180,Education Line of Credit,NAIT,Edmonton,Alberta,117966.32646353124,27085.676463531243,77.04,2026-02-02,2026-03-28,2041-02-02,90880.65,In Grace Period,BMO Student Banking Program,2,800.74,6
520,520,34,226059.04,5.184,20,240,Professional Student Loan,University of Ottawa,Ottawa,Ontario,347226.73848116107,121167.69848116106,65.1,2024-08-02,2024-10-06,2044-08-02,214837.71,Active,Canada Student Loans Program,4,1514.96,0
521,521,17,128434.3,5.499,15,180,Student Loan,Dalhousie University,Halifax,Nova Scotia,171122.2210279567,42687.92102795669,75.05,2022-01-02,2024-09-07,2037-01-02,102028.27,Active,CIBC,3,1049.35,0
522,522,39,260156.36,3.842,20,240,Student Loan,Memorial University,St. John's,Newfoundland,359913.47524256096,99757.11524256098,72.28,2020-01-02,2023-05-02,2040-01-02,208965.05,Active,Scotiabank Student Line of Credit,4,1554.92,12
523,523,29,83009.6,7.987,25,300,Education Line of Credit,University of Alberta,Edmonton,Alberta,117628.70421199135,34619.10421199135,70.57,2021-12-02,2024-09-08,2046-12-02,78320.21,Active,BMO Student Banking Program,2,639.97,6
524,524,12,233371.72,9.986,25,300,Private Education Loan,University of Victoria,Victoria,British Columbia,294824.1318198065,61452.411819806526,79.16,2024-03-02,2024-05-15,2049-03-02,228494.51,Active,CIBC,5,2118.35,0
525,525,29,261751.97,4.399,20,240,Student Loan,Ryerson University,Toronto,Ontario,314524.2705500069,52772.30055000688,83.22,2024-08-02,2024-09-21,2044-08-02,251970.27,Active,Bank of Montreal,4,1641.74,6
526,526,11,186296.3,4.097,20,240,Student Loan,University of Victoria,Victoria,British Columbia,239746.45710913258,53450.15710913259,77.71,2022-05-02,2023-01-11,2042-05-02,164226.12,Active,National Bank of Canada,5,1138.46,6
527,527,10,170807.92,4.895,20,240,Graduate Student Loan,Carleton University,Ottawa,Ontario,219707.6619445667,48899.74194456669,77.74,2021-01-02,2023-01-03,2041-01-02,140662.24,Active,TD Student Line of Credit,3,1117.37,0
528,528,38,123182.61,4.997,25,300,Education Line of Credit,NAIT,Edmonton,Alberta,158877.30225705326,35694.69225705326,77.53,2023-02-02,2024-09-07,2048-02-02,116114.59,Active,National Bank of Canada,2,719.9,6
529,529,12,216496.41,7.336,20,240,Education Line of Credit,University of Alberta,Edmonton,Alberta,250553.66407872486,34057.25407872486,86.41,2020-07-02,2023-05-14,2040-07-02,185365.47,Active,Royal Bank of Canada,4,1722.43,6
530,530,34,278597.57,4.676,25,300,Graduate Student Loan,University of Manitoba,Winnipeg,Manitoba,357305.09513732913,78707.52513732912,77.97,2021-05-02,2023-01-14,2046-05-02,246105.66,Active,Royal Bank of Canada,4,1576.5,0
531,531,5,117899.37,3.535,25,300,Student Loan,Simon Fraser University,Burnaby,British Columbia,195817.1489962415,77917.77899624151,60.21,2020-11-02,2024-09-08,2045-11-02,103860.37,Active,Bank of Montreal,3,592.45,12
532,532,32,191539.62,6.381,15,180,Parent PLUS Loan,Carleton University,Ottawa,Ontario,303477.1771692012,111937.5571692012,63.11,2020-12-02,2022-09-08,2035-12-02,148361.85,Active,Bank of Nova Scotia,4,1656.01,6
533,533,27,77677.72,6.581,15,180,Education Line of Credit,NAIT,Edmonton,Alberta,107621.62332598843,29943.90332598843,72.18,2025-09-02,2025-10-03,2040-09-02,77677.72,In Grace Period,TD Student Line of Credit,2,680.12,12
534,534,1,147041.84,11.899,20,240,Private Education Loan,NAIT,Edmonton,Alberta,198334.5015877643,51292.661587764305,74.14,2021-03-02,2022-01-15,2041-03-02,137594.79,Active,BMO Student Banking Program,3,1608.72,12
535,535,34,106385.81,8.966,15,180,Parent PLUS Loan,University of Ottawa,Ottawa,Ontario,171368.84138340905,64983.03138340905,62.08,2025-07-02,2025-08-25,2040-07-02,106385.81,In Grace Period,BMO Student Banking Program,4,1076.89,12
536,536,14,70387.78,3.463,15,180,Student Loan,York University,Toronto,Ontario,100566.39135077165,30178.61135077165,69.99,2026-04-02,2026-06-30,2041-04-02,70387.78,In Grace Period,Provincial Student Aid,2,501.91,6
537,537,5,116890.63,2.98,20,240,Graduate Student Loan,University of Victoria,Victoria,British Columbia,153447.0819760577,36556.451976057695,76.18,2023-12-02,2024-01-16,2043-12-02,108832.37,Active,BMO Student Banking Program,2,647.1,6
538,538,20,217438.14,4.756,15,180,Graduate Student Loan,University of Waterloo,Waterloo,Ontario,307229.2370163939,89791.0970163939,70.77,2021-05-02,2023-05-04,2036-05-02,162378.22,Active,Royal Bank of Canada,4,1691.98,0
539,539,20,88373.67,5.398,20,240,Graduate Student Loan,York University,Toronto,Ontario,125291.87694415875,36918.20694415875,70.53,2021-11-02,2023-01-08,2041-11-02,76117.31,Active,National Bank of Canada,2,602.83,0
540,540,21,183130.74,6.802,20,240,Education Line of Credit,University of British Columbia,Vancouver,British Columbia,259237.272296803,76106.53229680302,70.64,2023-06-02,2023-07-26,2043-06-02,172237.66,Active,Provincial Student Aid,4,1398.13,6
541,541,31,187852.72,4.109,20,240,Professional Student Loan,McGill University,Montreal,Quebec,262822.4039371461,74969.68393714612,71.48,2021-06-02,2024-05-14,2041-06-02,159110.44,Active,BMO Student Banking Program,4,1149.17,6
542,542,13,132551.69,6.432,20,240,Private Education Loan,McMaster University,Hamilton,Ontario,185793.74086974942,53242.05086974942,71.34,2024-04-02,2024-05-19,2044-04-02,127416.82,Active,National Bank of Canada,3,982.97,6
543,543,8,67052.83,3.902,15,180,Student Loan,University of Toronto,Toronto,Ontario,86696.29801741394,19643.468017413936,77.34,2023-01-02,2024-09-01,2038-01-02,57501.19,Active,TD Student Line of Credit,2,492.7,6
544,544,6,197896.77,8.004,25,300,Parent PLUS Loan,Concordia University,Montreal,Quebec,224041.40620285785,26144.63620285786,88.33,2025-07-02,2025-09-03,2050-07-02,195974.48,In Deferment,TD Canada Trust,3,1527.92,0
545,545,3,166404.54,2.663,15,180,Student Loan,University of Manitoba,Winnipeg,Manitoba,261051.4168896914,94646.8768896914,63.74,2023-06-02,2023-07-28,2038-06-02,139838.93,Active,CIBC,4,1122.38,0
546,546,25,225695.2,5.516,25,300,Private Education Loan,McMaster University,Hamilton,Ontario,259591.938684863,33896.738684863,86.94,2025-09-02,2025-11-10,2050-09-02,225344.52,Active,Bank of Montreal,4,1388.12,6
547,547,24,168538.15,6.205,25,300,Parent PLUS Loan,Queen's University,Kingston,Ontario,187745.2017255151,19207.051725515106,89.77,2022-06-02,2023-05-02,2047-06-02,158097.33,Active,Canada Student Loans Program,3,1107.11,6
548,548,13,229881.04,3.057,25,300,Professional Student Loan,Ryerson University,Toronto,Ontario,333371.6023254031,103490.56232540307,68.96,2019-05-02,2023-09-09,2044-05-02,185820.8,Active,Provincial Student Aid,5,1096.95,6
549,549,1,215609.92,4.157,20,240,Professional Student Loan,University of Waterloo,Waterloo,Ontario,268191.6518637885,52581.731863788475,80.39,2019-09-02,2023-05-09,2039-09-02,162474.03,Active,Royal Bank of Canada,4,1324.46,0
550,550,9,274112.54,4.824,25,300,Professional Student Loan,York University,Toronto,Ontario,341506.7299758513,67394.18997585133,80.27,2024-12-02,2025-01-09,2049-12-02,272211.03,Active,Royal Bank of Canada,5,1574.45,12
551,551,21,105071.09,6.995,25,300,Education Line of Credit,Carleton University,Ottawa,Ontario,148213.88415864986,43142.794158649864,70.89,2023-04-02,2023-05-13,2048-04-02,101737.63,Active,TD Canada Trust,2,742.29,12
552,552,16,268062.71,2.703,25,300,Graduate Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,318964.78448151954,50902.07448151952,84.04,2025-01-02,2025-02-21,2050-01-02,258517.84,Active,TD Student Line of Credit,4,1230.16,0
553,553,15,159562.41,5.5,20,240,Education Line of Credit,University of Toronto,Toronto,Ontario,254497.03258670212,94934.62258670211,62.7,2023-11-02,2024-09-04,2043-11-02,150699.25,Active,Bank of Montreal,4,1097.61,6
554,554,19,97749.39,9.627,15,180,Private Education Loan,Simon Fraser University,Burnaby,British Columbia,116201.44055127207,18452.05055127207,84.12,2022-12-02,2023-01-14,2037-12-02,86293.63,In Deferment,RBC Student Banking,2,1028.23,0
555,555,30,218954.6,3.142,20,240,Graduate Student Loan,Carleton University,Ottawa,Ontario,299394.046881306,80439.44688130598,73.13,2024-11-02,2024-12-23,2044-11-02,215654.14,Active,Bank of Nova Scotia,4,1229.94,12
556,556,24,105190.86,7.235,25,300,Education Line of Credit,York University,Toronto,Ontario,146316.69329240685,41125.83329240685,71.89,2024-01-02,2024-09-03,2049-01-02,101534.7,Active,National Bank of Canada,2,759.31,0
557,557,2,295539.48,6.391,25,300,Parent PLUS Loan,Dalhousie University,Halifax,Nova Scotia,339429.73798801884,43890.25798801886,87.07,2023-12-02,2024-02-10,2048-12-02,286196.23,Active,TD Canada Trust,4,1975.42,6
558,558,25,236853.53,3.251,20,240,Graduate Student Loan,University of Alberta,Edmonton,Alberta,346295.260690343,109441.73069034299,68.4,2020-02-02,2023-01-01,2040-02-02,178571.37,Active,Royal Bank of Canada,5,1343.54,0
559,559,13,170104.47,8.785,25,300,Private Education Loan,University of Alberta,Edmonton,Alberta,207982.79652325422,37878.32652325422,81.79,2024-09-02,2024-10-14,2049-09-02,167968.06,Active,Canada Student Loans Program,4,1402.55,6
560,560,10,187630.93,11.035,25,300,Parent PLUS Loan,McGill University,Montreal,Quebec,306563.27618659043,118932.34618659044,61.2,2024-03-02,2024-04-11,2049-03-02,185186.69,Active,Canada Student Loans Program,4,1843.74,6
561,561,18,253661.09,7.18,20,240,Private Education Loan,McMaster University,Hamilton,Ontario,316466.0941879632,62805.004187963175,80.15,2022-10-02,2023-09-10,2042-10-02,230990.62,In Forbearance,BMO Student Banking Program,4,1994.13,0
562,562,7,235544.48,3.314,25,300,Graduate Student Loan,University of Waterloo,Waterloo,Ontario,295139.2709834656,59594.79098346559,79.81,2021-04-02,2022-01-10,2046-04-02,209645.67,Active,Bank of Nova Scotia,3,1155.83,12
563,563,14,192170.73,5.12,15,180,Education Line of Credit,University of Manitoba,Winnipeg,Manitoba,271675.74377341557,79505.01377341556,70.74,2022-09-02,2024-05-02,2037-09-02,163707.63,Active,Bank of Montreal,4,1531.71,6
564,564,33,184021.6,3.243,20,240,Student Loan,University of British Columbia,Vancouver,British Columbia,242625.41453647264,58603.81453647264,75.85,2026-01-02,2026-02-06,2046-01-02,182379.8,Active,Provincial Student Aid,5,1043.11,0
565,565,27,223767.24,9.176,25,300,Private Education Loan,University of Calgary,Calgary,Alberta,290144.1824695697,66376.94246956974,77.12,2020-06-02,2023-09-04,2045-06-02,207527.01,Active,CIBC,3,1904.89,6
566,566,19,190611.89,10.987,25,300,Private Education Loan,Concordia University,Montreal,Quebec,214886.30441366567,24274.414413665654,88.7,2022-03-02,2023-09-12,2047-03-02,183158.83,Active,BMO Student Banking Program,3,1866.42,0
567,567,42,282984.5,10.76,20,240,Parent PLUS Loan,University of Victoria,Victoria,British Columbia,366738.5623928142,83754.0623928142,77.16,2025-07-02,2025-09-23,2045-07-02,282984.5,In Grace Period,Scotiabank Student Line of Credit,5,2874.85,12
568,568,41,164360.95,6.446,20,240,Private Education Loan,Queen's University,Kingston,Ontario,198578.661642158,34217.711642157985,82.77,2021-04-02,2023-09-15,2041-04-02,145946.71,Active,TD Canada Trust,3,1220.21,12
569,569,27,160030.28,7.087,15,180,Parent PLUS Loan,University of British Columbia,Vancouver,British Columbia,213309.4003580808,53279.12035808081,75.02,2022-04-02,2022-09-11,2037-04-02,132316.88,Active,RBC Student Banking,4,1446.19,0
570,570,38,226540.92,3.862,15,180,Professional Student Loan,Concordia University,Montreal,Quebec,351573.5301444332,125032.61014443319,64.44,2021-08-02,2022-01-02,2036-08-02,176124.75,Active,Royal Bank of Canada,5,1660.07,6
571,571,33,187322.0,6.081,15,180,Private Education Loan,University of Victoria,Victoria,British Columbia,252810.7850369198,65488.78503691981,74.1,2022-05-02,2024-09-04,2037-05-02,158252.96,Active,Provincial Student Aid,4,1588.94,6
572,572,7,207488.8,6.28,25,300,Parent PLUS Loan,NAIT,Edmonton,Alberta,242840.66387128824,35351.86387128825,85.44,2023-07-02,2023-09-12,2048-07-02,197189.76,Active,National Bank of Canada,3,1372.59,0
573,573,1,141160.15,12.72,20,240,Parent PLUS Loan,University of Alberta,Edmonton,Alberta,175589.11434827917,34428.96434827917,80.39,2025-10-02,2025-12-10,2045-10-02,141160.15,Active,CIBC,3,1625.72,6
574,574,10,224480.48,4.0120000000000005,15,180,Graduate Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,310918.7479527873,86438.26795278731,72.2,2024-01-02,2024-02-14,2039-01-02,204689.77,Active,Bank of Montreal,4,1661.81,6
575,575,12,115328.94,9.555,25,300,Private Education Loan,NAIT,Edmonton,Alberta,171011.6434968565,55682.7034968565,67.44,2024-03-02,2024-05-21,2049-03-02,113414.48,Active,Provincial Student Aid,3,1012.04,6
576,576,34,141664.24,7.657,20,240,Education Line of Credit,University of Ottawa,Ottawa,Ontario,161925.40280191685,20261.162801916857,87.49,2023-12-02,2024-01-28,2043-12-02,135757.46,Active,Canada Student Loans Program,2,1154.88,6
577,577,38,307956.66,6.926,20,240,Education Line of Credit,University of Calgary,Calgary,Alberta,404718.70107864536,96762.04107864539,76.09,2019-06-02,2023-01-12,2039-06-02,250329.58,Active,National Bank of Canada,5,2373.92,6
578,578,31,143735.35,5.695,15,180,Private Education Loan,McGill University,Montreal,Quebec,191923.96479214498,48188.614792144974,74.89,2026-02-02,2026-05-03,2041-02-02,143228.13,Active,Royal Bank of Canada,4,1189.36,0
579,579,25,190883.08,7.817,20,240,Parent PLUS Loan,Carleton University,Ottawa,Ontario,294996.06037977175,104112.98037977176,64.71,2020-12-02,2024-01-13,2040-12-02,170443.88,Active,TD Student Line of Credit,4,1574.95,12
580,580,30,71195.61,3.897,20,240,Professional Student Loan,University of Manitoba,Winnipeg,Manitoba,87790.65556478646,16595.04556478646,81.1,2024-08-02,2024-10-28,2044-08-02,68387.65,Active,Scotiabank Student Line of Credit,2,427.58,6
581,581,17,154456.74,2.675,20,240,Professional Student Loan,York University,Toronto,Ontario,173607.36804021444,19150.628040214448,88.97,2021-10-02,2024-01-01,2041-10-02,129793.38,Active,BMO Student Banking Program,3,831.7,6
582,582,22,142673.69,4.738,15,180,Professional Student Loan,McGill University,Montreal,Quebec,168077.32002528204,25403.630025282037,84.89,2021-04-02,2023-01-15,2036-04-02,109909.29,Active,Provincial Student Aid,3,1108.88,6
583,583,2,171933.63,10.0,20,240,Private Education Loan,University of Victoria,Victoria,British Columbia,213622.9658000664,41689.33580006639,80.48,2021-03-02,2024-05-03,2041-03-02,156217.55,Active,National Bank of Canada,4,1659.2,6
584,584,32,121678.8,8.766,15,180,Parent PLUS Loan,York University,Toronto,Ontario,199039.50088673594,77360.70088673594,61.13,2020-10-02,2023-09-02,2035-10-02,93955.13,Active,National Bank of Canada,4,1217.27,0
585,585,27,84979.73,5.948,20,240,Education Line of Credit,University of Manitoba,Winnipeg,Manitoba,137635.91524643937,52656.185246439374,61.74,2023-01-02,2023-03-11,2043-01-02,78362.73,Active,Royal Bank of Canada,2,606.27,6
586,586,5,133817.76,5.673,20,240,Private Education Loan,University of Saskatchewan,Saskatoon,Saskatchewan,201365.80146485858,67548.04146485857,66.46,2023-02-02,2023-03-29,2043-02-02,123444.86,Active,Bank of Montreal,3,933.64,6
587,587,13,183699.92,9.28,20,240,Private Education Loan,University of Toronto,Toronto,Ontario,255632.30981056078,71932.38981056077,71.86,2021-11-02,2023-05-11,2041-11-02,168726.23,In Deferment,TD Canada Trust,3,1686.02,6
588,588,25,123272.73,4.341,25,300,Professional Student Loan,Dalhousie University,Halifax,Nova Scotia,147330.23845743842,24057.508457438424,83.67,2023-04-02,2023-05-09,2048-04-02,116056.05,Active,TD Canada Trust,3,674.11,6
589,589,4,171374.74,3.889,20,240,Graduate Student Loan,McMaster University,Hamilton,Ontario,225993.7549499196,54619.0149499196,75.83,2018-06-02,2023-01-05,2038-06-02,126401.72,Active,Royal Bank of Canada,5,1028.5,12
590,590,8,117168.0,6.008,15,180,Parent PLUS Loan,University of Calgary,Calgary,Alberta,179336.35458832223,62168.354588322225,65.33,2025-05-02,2025-06-16,2040-05-02,115134.66,Active,Provincial Student Aid,2,989.24,6
591,591,27,209669.87,10.208,20,240,Private Education Loan,University of British Columbia,Vancouver,British Columbia,271776.89137479337,62107.021374793374,77.15,2026-01-02,2026-02-18,2046-01-02,209669.87,In Grace Period,Bank of Montreal,4,2052.34,12
592,592,20,160733.42,4.84,15,180,Professional Student Loan,University of Victoria,Victoria,British Columbia,232791.93632752207,72058.51632752205,69.05,2020-11-02,2023-09-05,2035-11-02,124802.51,Active,TD Canada Trust,5,1257.71,12
593,593,24,180770.78,4.383,15,180,Student Loan,York University,Toronto,Ontario,251457.76616354304,70686.98616354304,71.89,2022-11-02,2024-01-05,2037-11-02,154245.58,Active,Scotiabank Student Line of Credit,3,1372.1,6
594,594,31,246329.87,4.761,15,180,Education Line of Credit,NAIT,Edmonton,Alberta,286225.7747978789,39895.90479787893,86.06,2021-04-02,2023-01-11,2036-04-02,196729.12,Active,TD Canada Trust,5,1917.43,12
595,595,39,246124.5,8.484,20,240,Parent PLUS Loan,University of Saskatchewan,Saskatoon,Saskatchewan,276376.0670174237,30251.567017423688,89.05,2024-01-02,2024-02-01,2044-01-02,234468.38,Active,Royal Bank of Canada,4,2133.43,0
596,596,5,209785.82,7.817,20,240,Education Line of Credit,York University,Toronto,Ontario,240552.78801914552,30766.96801914551,87.21,2023-10-02,2023-12-17,2043-10-02,202851.72,Active,Canada Student Loans Program,3,1730.92,12
597,597,30,338083.02,3.338,25,300,Student Loan,Concordia University,Montreal,Quebec,384416.29300684726,46333.273006847245,87.95,2019-05-02,2023-01-07,2044-05-02,275213.17,Active,TD Canada Trust,5,1663.29,6
598,598,8,147654.17,6.226,25,300,Education Line of Credit,Carleton University,Ottawa,Ontario,183887.0140672223,36232.84406722229,80.3,2023-12-02,2024-01-09,2048-12-02,141470.58,In Forbearance,Canada Student Loans Program,2,971.84,0
599,599,28,155867.71,6.243,15,180,Private Education Loan,University of Toronto,Toronto,Ontario,199269.8181980066,43402.10819800661,78.22,2025-05-02,2025-07-29,2040-05-02,153215.51,Active,RBC Student Banking,4,1335.85,6
600,600,26,137325.34,3.235,15,180,Student Loan,University of Waterloo,Waterloo,Ontario,218964.61515188057,81639.27515188057,62.72,2023-01-02,2023-05-03,2038-01-02,116862.93,Active,TD Canada Trust,3,963.94,6
601,601,26,167516.29,4.374,25,300,Education Line of Credit,McGill University,Montreal,Quebec,188130.51041296072,20614.220412960713,89.04,2023-04-02,2023-06-08,2048-04-02,155668.89,Active,Canada Student Loans Program,2,919.17,0
602,602,19,94474.31,4.292,25,300,Student Loan,McMaster University,Hamilton,Ontario,141044.09202395348,46569.78202395348,66.98,2025-03-02,2025-04-18,2050-03-02,92134.91,Active,TD Canada Trust,3,514.03,0
603,603,31,100196.52,4.946,25,300,Student Loan,Ryerson University,Toronto,Ontario,145232.18907787124,45035.66907787124,68.99,2021-09-02,2023-05-04,2046-09-02,91007.59,Active,Scotiabank Student Line of Credit,3,582.59,6
604,604,16,190013.99,6.009,15,180,Education Line of Credit,University of Calgary,Calgary,Alberta,288796.71134137496,98782.72134137497,65.8,2021-11-02,2023-05-05,2036-11-02,160382.18,Active,National Bank of Canada,4,1604.37,12
605,605,4,172175.18,9.886,15,180,Parent PLUS Loan,Concordia University,Montreal,Quebec,264930.57404694404,92755.39404694404,64.99,2020-07-02,2024-09-09,2035-07-02,132638.62,Active,TD Student Line of Credit,5,1838.21,0
606,606,21,66519.49,6.662,25,300,Education Line of Credit,University of British Columbia,Vancouver,British Columbia,100370.63322168599,33851.14322168598,66.27,2023-10-02,2023-11-20,2048-10-02,64302.65,Active,TD Student Line of Credit,2,455.9,6
607,607,25,159189.37,4.7780000000000005,20,240,Student Loan,University of British Columbia,Vancouver,British Columbia,212245.71701481342,53056.34701481342,75.0,2025-07-02,2025-08-18,2045-07-02,157992.67,Active,TD Student Line of Credit,4,1031.16,6
608,608,28,289172.47,6.725,20,240,Education Line of Credit,Memorial University,St. John's,Newfoundland,399992.1288501781,110819.65885017812,72.29,2025-03-02,2025-04-08,2045-03-02,285087.02,In Deferment,BMO Student Banking Program,5,2194.47,6
609,609,18,227726.71,4.931,15,180,Student Loan,Concordia University,Montreal,Quebec,268010.29937139724,40283.58937139725,84.97,2022-01-02,2023-09-11,2037-01-02,185465.47,Active,Provincial Student Aid,5,1792.67,6
610,610,17,148415.76,2.552,15,180,Graduate Student Loan,University of Ottawa,Ottawa,Ontario,193792.53814941517,45376.77814941516,76.58,2026-03-02,2026-05-07,2041-03-02,147738.13,Active,Scotiabank Student Line of Credit,2,993.26,0
611,611,40,122657.26,5.037,15,180,Professional Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,188373.77847173414,65716.51847173415,65.11,2024-03-02,2024-05-08,2039-03-02,116557.94,Active,Royal Bank of Canada,3,972.33,12
612,612,19,136377.88,6.868,20,240,Private Education Loan,University of Manitoba,Winnipeg,Manitoba,198455.6513677377,62077.7713677377,68.72,2024-04-02,2024-06-24,2044-04-02,131349.28,Active,Royal Bank of Canada,4,1046.56,6
613,613,4,138253.53,4.632,25,300,Student Loan,University of British Columbia,Vancouver,British Columbia,215146.18018428775,76892.65018428775,64.26,2021-01-02,2023-01-11,2046-01-02,124462.15,Active,TD Canada Trust,3,778.85,12
614,614,27,235898.01,6.345,25,300,Parent PLUS Loan,University of Victoria,Victoria,British Columbia,356994.64227257855,121096.63227257854,66.08,2019-11-02,2024-01-11,2044-11-02,207709.93,In Forbearance,Provincial Student Aid,5,1570.03,6
615,615,23,197087.83,3.331,20,240,Student Loan,University of Waterloo,Waterloo,Ontario,232617.21106361382,35529.38106361384,84.73,2026-01-02,2026-02-13,2046-01-02,195346.29,Active,Bank of Nova Scotia,4,1125.99,0
616,616,4,118482.32,6.604,25,300,Education Line of Credit,Simon Fraser University,Burnaby,British Columbia,168917.92931052248,50435.60931052247,70.14,2022-08-02,2023-01-06,2047-08-02,110756.27,Active,CIBC,2,807.72,0
617,617,38,289485.37,4.894,20,240,Graduate Student Loan,Queen's University,Kingston,Ontario,352137.2242920478,62651.85429204779,82.21,2026-03-02,2026-05-21,2046-03-02,289485.37,In Grace Period,CIBC,4,1893.56,12
618,618,28,241119.13,5.122,20,240,Graduate Student Loan,University of Toronto,Toronto,Ontario,338700.7212277134,97581.59122771339,71.19,2024-11-02,2025-01-10,2044-11-02,230943.34,Active,RBC Student Banking,5,1607.57,0
